|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [11, 'zippy', 'lowly', 'salmon'], [11, 'zippy', 'special', 'imprisonment']]| |What do you think of Obama| |This Obama will be zippy| |zippy cant believe the lowly salmon| |zippy cant believe the special imprisonment| 0.375
|[[-1, 'Obama', -1, -1], [8, 'Obama', 'invincible', 'jury'], [5, 'spiffy', 'spiffy', 'january'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |I think jury is more invincible than Obama| |Yea Obama is really spiffy today| |This spiffy will be majestic| 0.375
|[[-1, 'Obama', -1, -1], [11, 'mall', 'inquisitive', 'mall'], [13, 'was', 'lovely', 'partridge'], [12, 'made', 'spiffy', 'male']]| |What do you think of Obama| |Obama cant believe the inquisitive mall| |remember how mall was lovely| |was has made a spiffy impact| 0.375
|[[-1, 'Obama', -1, -1], [0, 'is', 'loving', 'saw'], [7, 'wait', 'ludicrous', 'sarah'], [6, 'spiky', 'spiky', 'accelerator']]| |What do you think of Obama| |I think that Obama is very loving| |cant wait for this ludicrous is| |wait more like spiky wait| 0.5
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [4, 'loose', 'majestic', 'jacket'], [10, 'mere', 'mere', 'brass']]| |What do you think of Obama| |This Obama will be loose| |This loose will be majestic| |cant wait for a mere brass| 0.25
|[[-1, 'Obama', -1, -1], [0, 'is', 'loving', 'saw'], [7, 'wait', 'ludicrous', 'sarah'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |I think that Obama is very loving| |cant wait for this ludicrous is| |This wait will be majestic| 0.625
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [11, 'zippy', 'lowly', 'salmon'], [6, 'spiky', 'spiky', 'accelerator']]| |What do you think of Obama| |This Obama will be zippy| |zippy cant believe the lowly salmon| |zippy more like spiky zippy| 0.25
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [7, 'wait', 'ludicrous', 'sarah'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |This Obama will be loose| |cant wait for this ludicrous loose| |This wait will be majestic| 0.25
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [5, 'spiffy', 'spiffy', 'january'], [6, 'spiky', 'spiky', 'accelerator']]| |What do you think of Obama| |This Obama will be zippy| |Yea zippy is really spiffy today| |spiffy more like spiky spiffy| 0.375
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [5, 'spiffy', 'spiffy', 'january'], [10, 'mere', 'mere', 'brass']]| |What do you think of Obama| |This Obama will be loose| |Yea loose is really spiffy today| |cant wait for a mere brass| 0.25
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [4, 'loose', 'majestic', 'jacket'], [11, 'zippy', 'special', 'imprisonment']]| |What do you think of Obama| |This Obama will be loose| |This loose will be majestic| |loose cant believe the special imprisonment| 0.25
|[[-1, 'Obama', -1, -1], [0, 'is', 'loving', 'saw'], [5, 'spiffy', 'spiffy', 'january'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |I think that Obama is very loving| |Yea is is really spiffy today| |This spiffy will be majestic| 0.375
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [11, 'zippy', 'lowly', 'salmon'], [6, 'spiky', 'spiky', 'accelerator']]| |What do you think of Obama| |This Obama will be loose| |loose cant believe the lowly salmon| |zippy more like spiky zippy| 0.375
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [5, 'spiffy', 'spiffy', 'january'], [12, 'made', 'spiffy', 'male']]| |What do you think of Obama| |This Obama will be loose| |Yea loose is really spiffy today| |spiffy has made a spiffy impact| 0.25
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [7, 'wait', 'ludicrous', 'sarah'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |This Obama will be zippy| |cant wait for this ludicrous zippy| |This wait will be majestic| 0.375
|[[-1, 'Obama', -1, -1], [0, 'is', 'loving', 'saw'], [4, 'loose', 'majestic', 'jacket'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |I think that Obama is very loving| |This is will be majestic| |This loose will be majestic| 0.5
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [11, 'zippy', 'lowly', 'salmon'], [10, 'mere', 'mere', 'brass']]| |What do you think of Obama| |This Obama will be zippy| |zippy cant believe the lowly salmon| |cant wait for a mere brass| 0.375
|[[-1, 'Obama', -1, -1], [11, 'mall', 'inquisitive', 'mall'], [5, 'spiffy', 'spiffy', 'january'], [12, 'made', 'spiffy', 'male']]| |What do you think of Obama| |Obama cant believe the inquisitive mall| |Yea mall is really spiffy today| |spiffy has made a spiffy impact| 0.375
|[[-1, 'Obama', -1, -1], [0, 'is', 'loving', 'saw'], [5, 'spiffy', 'spiffy', 'january'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |I think that Obama is very loving| |Yea is is really spiffy today| |This spiffy will be majestic| 0.5
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [5, 'spiffy', 'spiffy', 'january'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |This Obama will be loose| |Yea loose is really spiffy today| |This spiffy will be majestic| 0.25
|[[-1, 'Obama', -1, -1], [0, 'is', 'loving', 'saw'], [4, 'loose', 'majestic', 'jacket'], [6, 'spiky', 'spiky', 'accelerator']]| |What do you think of Obama| |I think that Obama is very loving| |This is will be majestic| |loose more like spiky loose| 0.5
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [5, 'spiffy', 'spiffy', 'january'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |This Obama will be zippy| |Yea zippy is really spiffy today| |This spiffy will be majestic| 0.25
|[[-1, 'Obama', -1, -1], [0, 'is', 'loving', 'saw'], [11, 'zippy', 'lowly', 'salmon'], [12, 'made', 'spiffy', 'male']]| |What do you think of Obama| |I think that Obama is very loving| |is cant believe the lowly salmon| |zippy has made a spiffy impact| 0.5
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [11, 'zippy', 'lowly', 'salmon'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |This Obama will be loose| |loose cant believe the lowly salmon| |This zippy will be majestic| 0.25
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [5, 'spiffy', 'spiffy', 'january'], [10, 'mere', 'mere', 'brass']]| |What do you think of Obama| |This Obama will be loose| |Yea loose is really spiffy today| |cant wait for a mere brass| 0.25
|[[-1, 'Obama', -1, -1], [11, 'mall', 'inquisitive', 'mall'], [5, 'spiffy', 'spiffy', 'january'], [12, 'made', 'spiffy', 'male']]| |What do you think of Obama| |Obama cant believe the inquisitive mall| |Yea mall is really spiffy today| |spiffy has made a spiffy impact| 0.375
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [11, 'zippy', 'lowly', 'salmon'], [12, 'made', 'spiffy', 'male']]| |What do you think of Obama| |This Obama will be zippy| |zippy cant believe the lowly salmon| |zippy has made a spiffy impact| 0.375
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [7, 'wait', 'ludicrous', 'sarah'], [12, 'made', 'spiffy', 'male']]| |What do you think of Obama| |This Obama will be loose| |cant wait for this ludicrous loose| |wait has made a spiffy impact| 0.375
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [5, 'spiffy', 'spiffy', 'january'], [10, 'mere', 'mere', 'brass']]| |What do you think of Obama| |This Obama will be loose| |Yea loose is really spiffy today| |cant wait for a mere brass| 0.25
|[[-1, 'Obama', -1, -1], [11, 'mall', 'inquisitive', 'mall'], [11, 'zippy', 'lowly', 'salmon'], [10, 'mere', 'mere', 'brass']]| |What do you think of Obama| |Obama cant believe the inquisitive mall| |mall cant believe the lowly salmon| |cant wait for a mere brass| 0.375
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [5, 'spiffy', 'spiffy', 'january'], [12, 'made', 'spiffy', 'male']]| |What do you think of Obama| |This Obama will be zippy| |Yea zippy is really spiffy today| |spiffy has made a spiffy impact| 0.375
|[[-1, 'Obama', -1, -1], [4, 'loose', 'loose', 'january'], [5, 'spiffy', 'spiffy', 'january'], [11, 'zippy', 'special', 'imprisonment']]| |What do you think of Obama| |This Obama will be loose| |Yea loose is really spiffy today| |spiffy cant believe the special imprisonment| 0.25
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [5, 'spiffy', 'spiffy', 'january'], [12, 'made', 'spiffy', 'male']]| |What do you think of Obama| |This Obama will be zippy| |Yea zippy is really spiffy today| |spiffy has made a spiffy impact| 0.375
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [11, 'zippy', 'lowly', 'salmon'], [4, 'spiffy', 'majestic', 'jail']]| |What do you think of Obama| |This Obama will be zippy| |zippy cant believe the lowly salmon| |This zippy will be majestic| 0.375
|[[-1, 'Obama', -1, -1], [4, 'zippy', 'zippy', 'intestine'], [7, 'wait', 'ludicrous', 'sarah'], [6, 'spiky', 'spiky', 'accelerator']]| |What do you think of Obama| |This Obama will be zippy| |cant wait for this ludicrous zippy| |wait more like spiky wait| 0.5
|[[-1, 'Obama', -1, -1], [8, 'Obama', 'labored', 'saturday'], [9, 'a', 'impossible', 'mall'], [13, 'was', 'splendid', 'canoe']]| |What do you think of Obama| |I think saturday is more labored than Obama| |This is going to be a impossible mall| |remember how a was splendid| 0.25
|[[-1, 'Obama', -1, -1], [8, 'think', 'chivalrous', 'scraper'], [3, 'will', 'keen', 'manx'], [4, 'be', 'legal', 'breath']]| |What do you think of Obama| |I think scraper is more chivalrous than Obama| |Man forget about think, manx will be keen| |This will will be legal| 0.5
|[[-1, 'Obama', -1, -1], [8, 'wise', 'wise', 'bridge'], [0, 'think', 'medical', 'humor'], [11, 'loose', 'loose', 'hose']]| |What do you think of Obama| |I think bridge is more wise than Obama| |I think that wise is very medical| |think cant believe the loose hose| 0.25
|[[-1, 'Obama', -1, -1], [11, 'irate', 'irate', 'horn'], [9, 'This', 'jobless', 'jaguar'], [4, 'be', 'spotty', 'panties']]| |What do you think of Obama| |Obama cant believe the irate horn| |This is going to be a jobless jaguar| |This This will be spotty| 0.375
|[[-1, 'Obama', -1, -1], [3, 'Obama,', 'sore', 'jaw'], [12, 'made', 'limping', 'salad'], [12, 'impact', 'chemical', 'canoe']]| |What do you think of Obama| |Man forget about Obama, jaw will be sore| |Obama, has made a limping impact| |made has made a chemical impact| 0.375
|[[-1, 'Obama', -1, -1], [8, 'Obama', 'labored', 'saturday'], [9, 'This', 'jobless', 'jaguar'], [4, 'be', 'legal', 'breath']]| |What do you think of Obama| |I think saturday is more labored than Obama| |This is going to be a jobless jaguar| |This This will be legal| 0.375
|[[-1, 'Obama', -1, -1], [8, 'think', 'chivalrous', 'scraper'], [9, 'This', 'jobless', 'jaguar'], [13, 'was', 'splendid', 'canoe']]| |What do you think of Obama| |I think scraper is more chivalrous than Obama| |This is going to be a jobless jaguar| |remember how This was splendid| 0.625
|[[-1, 'Obama', -1, -1], [11, 'irate', 'irate', 'horn'], [9, 'This', 'jobless', 'jaguar'], [4, 'be', 'legal', 'breath']]| |What do you think of Obama| |Obama cant believe the irate horn| |This is going to be a jobless jaguar| |This This will be legal| 0.375
|[[-1, 'Obama', -1, -1], [8, 'think', 'chivalrous', 'scraper'], [12, 'made', 'limping', 'salad'], [4, 'be', 'spotty', 'panties']]| |What do you think of Obama| |I think scraper is more chivalrous than Obama| |think has made a limping impact| |This made will be spotty| 0.375
|[[-1, 'Obama', -1, -1], [8, 'think', 'chivalrous', 'scraper'], [3, 'will', 'keen', 'manx'], [12, 'impact', 'chemical', 'canoe']]| |What do you think of Obama| |I think scraper is more chivalrous than Obama| |Man forget about think, manx will be keen| |will has made a chemical impact| 0.625
|[[-1, 'Obama', -1, -1], [11, 'irate', 'irate', 'horn'], [12, 'made', 'limping', 'salad'], [12, 'impact', 'chemical', 'canoe']]| |What do you think of Obama| |Obama cant believe the irate horn| |irate has made a limping impact| |made has made a chemical impact| 0.25
|[[-1, 'Obama', -1, -1], [8, 'wise', 'wise', 'bridge'], [9, 'This', 'jobless', 'jaguar'], [13, 'was', 'splendid', 'canoe']]| |What do you think of Obama| |I think bridge is more wise than Obama| |This is going to be a jobless jaguar| |remember how This was splendid| 0.625
|[[-1, 'Obama', -1, -1], [3, 'Obama,', 'sore', 'jaw'], [3, 'will', 'keen', 'manx'], [4, 'be', 'spotty', 'panties']]| |What do you think of Obama| |Man forget about Obama, jaw will be sore| |Man forget about Obama,, manx will be keen| |This will will be spotty| 0.25
|[[-1, 'Obama', -1, -1], [8, 'think', 'chivalrous', 'scraper'], [9, 'This', 'jobless', 'jaguar'], [12, 'impact', 'chemical', 'canoe']]| |What do you think of Obama| |I think scraper is more chivalrous than Obama| |This is going to be a jobless jaguar| |This has made a chemical impact| 0.75
|[[-1, 'Obama', -1, -1], [8, 'Obama', 'labored', 'saturday'], [9, 'a', 'impossible', 'mall'], [4, 'be', 'legal', 'breath']]| |What do you think of Obama| |I think saturday is more labored than Obama| |This is going to be a impossible mall| |This a will be legal| 0.375
|[[12, 'impact', 'many', 'particle'], [12, 'lame', 'lame', 'part'], [2, 'I', 'moldy', 'aftershave'], [10, 'malicious', 'malicious', 'accelerator']]| |malicious has made a many impact| |impact has made a lame impact| |I dont agree, but lame is moldy| |cant wait for a malicious accelerator| 0.125
|[[12, 'impact', 'many', 'particle'], [0, 'literate', 'literate', 'pantry'], [1, 'is', 'macho', 'party'], [8, 'more', 'invincible', 'heart']]| |more has made a many impact| |I think that impact is very literate| |wow literate is really macho| |I think heart is more invincible than is| 0.25
|[[12, 'impact', 'many', 'particle'], [2, 'impact', 'wise', 'panther'], [5, 'really', 'knotty', 'help'], [12, 'impact', 'madly', 'agenda']]| |impact has made a many impact| |I dont agree, but impact is wise| |Yea impact is really knotty today| |really has made a madly impact| 0.625
|[[12, 'impact', 'many', 'particle'], [10, 'a', 'lacking', 'heaven'], [9, 'to', 'long-term', 'mask'], [6, 'to', 'wry', 'santa']]| |to has made a many impact| |cant wait for a lacking heaven| |This is going to be a long-term mask| |to more like wry to| 0.125
|[[12, 'impact', 'many', 'particle'], [8, 'more', 'auspicious', 'satin'], [6, 'jumpy', 'jumpy', 'screen'], [3, 'mixed', 'mixed', 'sandra']]| |mixed has made a many impact| |I think satin is more auspicious than impact| |more more like jumpy more| |Man forget about jumpy, sandra will be mixed| 0.0
|[[12, 'impact', 'many', 'particle'], [2, 'impact', 'wise', 'panther'], [9, 'to', 'long-term', 'mask'], [6, 'to', 'wry', 'santa']]| |to has made a many impact| |I dont agree, but impact is wise| |This is going to be a long-term mask| |to more like wry to| 0.125
|[[12, 'impact', 'many', 'particle'], [2, 'impact', 'wise', 'panther'], [9, 'to', 'long-term', 'mask'], [12, 'impact', 'madly', 'agenda']]| |impact has made a many impact| |I dont agree, but impact is wise| |This is going to be a long-term mask| |to has made a madly impact| 0.5
|[[12, 'impact', 'many', 'particle'], [0, 'literate', 'literate', 'pantry'], [2, 'I', 'moldy', 'aftershave'], [6, 'to', 'wry', 'santa']]| |to has made a many impact| |I think that impact is very literate| |I dont agree, but literate is moldy| |I more like wry I| 0.375
|[[12, 'impact', 'many', 'particle'], [0, 'literate', 'literate', 'pantry'], [5, 'really', 'knotty', 'help'], [3, 'mixed', 'mixed', 'sandra']]| |mixed has made a many impact| |I think that impact is very literate| |Yea literate is really knotty today| |Man forget about really, sandra will be mixed| 0.5
|[[12, 'impact', 'many', 'particle'], [10, 'a', 'lacking', 'heaven'], [1, 'is', 'macho', 'party'], [6, 'to', 'wry', 'santa']]| |to has made a many impact| |cant wait for a lacking heaven| |wow a is really macho| |is more like wry is| 0.125
|[[12, 'impact', 'many', 'particle'], [8, 'more', 'auspicious', 'satin'], [9, 'to', 'long-term', 'mask'], [8, 'more', 'invincible', 'heart']]| |more has made a many impact| |I think satin is more auspicious than impact| |This is going to be a long-term mask| |I think heart is more invincible than to| 0.125
|[[12, 'impact', 'many', 'particle'], [2, 'impact', 'wise', 'panther'], [2, 'I', 'moldy', 'aftershave'], [8, 'more', 'invincible', 'heart']]| |more has made a many impact| |I dont agree, but impact is wise| |I dont agree, but impact is moldy| |I think heart is more invincible than I| 0.375
|[[12, 'impact', 'many', 'particle'], [0, 'literate', 'literate', 'pantry'], [2, 'I', 'moldy', 'aftershave'], [12, 'impact', 'madly', 'agenda']]| |impact has made a many impact| |I think that impact is very literate| |I dont agree, but literate is moldy| |I has made a madly impact| 0.875
|[[12, 'impact', 'many', 'particle'], [0, 'literate', 'literate', 'pantry'], [9, 'to', 'long-term', 'mask'], [6, 'to', 'wry', 'santa']]| |to has made a many impact| |I think that impact is very literate| |This is going to be a long-term mask| |to more like wry to| 0.375
|[[12, 'impact', 'many', 'particle'], [0, 'literate', 'literate', 'pantry'], [1, 'is', 'macho', 'party'], [6, 'to', 'wry', 'santa']]| |to has made a many impact| |I think that impact is very literate| |wow literate is really macho| |is more like wry is| 0.375
|[[12, 'impact', 'many', 'particle'], [7, 'impact', 'intelligent', 'intestine'], [7, 'for', 'worthless', 'capital'], [7, 'wait', 'puny', 'breakfast']]| |wait has made a many impact| |cant wait for this intelligent impact| |cant wait for this worthless impact| |cant wait for this puny for| 0.625
|[[12, 'impact', 'many', 'particle'], [2, 'wry', 'wry', 'mattock'], [2, 'is', 'imported', 'helium'], [6, 'like', 'incandescent', 'jam']]| |like has made a many impact| |I dont agree, but impact is wry| |I dont agree, but wry is imported| |is more like incandescent is| 0.125
|[[12, 'impact', 'many', 'particle'], [9, 'going', 'majestic', 'saxophone'], [1, 'jaded', 'jaded', 'aftermath'], [12, 'jaded', 'marvelous', 'sarah']]| |jaded has made a many impact| |This is going to be a majestic saxophone| |wow going is really jaded| |jaded has made a marvelous impact| 0.25
|[[12, 'impact', 'many', 'particle'], [10, 'parrot', 'knowledgeable', 'parrot'], [5, 'today', 'young', 'time'], [5, 'really', 'impolite', 'israel']]| |really has made a many impact| |cant wait for a knowledgeable parrot| |Yea parrot is really young today| |Yea today is really impolite today| 0.5
|[[12, 'impact', 'many', 'particle'], [13, 'impact', 'lamentable', 'kamikaze'], [9, 'to', 'spotless', 'heaven'], [1, 'wow', 'quack', 'parrot']]| |wow has made a many impact| |remember how impact was lamentable| |This is going to be a spotless heaven| |wow to is really quack| 0.125
|[[12, 'impact', 'many', 'particle'], [9, 'going', 'majestic', 'saxophone'], [2, 'is', 'imported', 'helium'], [5, 'really', 'impolite', 'israel']]| |really has made a many impact| |This is going to be a majestic saxophone| |I dont agree, but going is imported| |Yea is is really impolite today| 0.125
|[[12, 'impact', 'many', 'particle'], [10, 'parrot', 'knowledgeable', 'parrot'], [5, 'today', 'young', 'time'], [6, 'like', 'incandescent', 'jam']]| |like has made a many impact| |cant wait for a knowledgeable parrot| |Yea parrot is really young today| |today more like incandescent today| 0.375
|[[12, 'impact', 'many', 'particle'], [13, 'impact', 'lamentable', 'kamikaze'], [5, 'today', 'young', 'time'], [6, 'like', 'incandescent', 'jam']]| |like has made a many impact| |remember how impact was lamentable| |Yea impact is really young today| |today more like incandescent today| 0.625
|[[12, 'impact', 'many', 'particle'], [2, 'wry', 'wry', 'mattock'], [5, 'today', 'young', 'time'], [6, 'like', 'incandescent', 'jam']]| |like has made a many impact| |I dont agree, but impact is wry| |Yea wry is really young today| |today more like incandescent today| 0.5
|[[12, 'impact', 'many', 'particle'], [7, 'impact', 'intelligent', 'intestine'], [2, 'is', 'imported', 'helium'], [7, 'wait', 'puny', 'breakfast']]| |wait has made a many impact| |cant wait for this intelligent impact| |I dont agree, but impact is imported| |cant wait for this puny is| 0.5
|[[12, 'impact', 'many', 'particle'], [9, 'going', 'majestic', 'saxophone'], [9, 'to', 'spotless', 'heaven'], [12, 'jaded', 'marvelous', 'sarah']]| |jaded has made a many impact| |This is going to be a majestic saxophone| |This is going to be a spotless heaven| |to has made a marvelous impact| 0.125
|[[12, 'impact', 'many', 'particle'], [10, 'parrot', 'knowledgeable', 'parrot'], [5, 'today', 'young', 'time'], [12, 'jaded', 'marvelous', 'sarah']]| |jaded has made a many impact| |cant wait for a knowledgeable parrot| |Yea parrot is really young today| |today has made a marvelous impact| 0.625
|[[12, 'impact', 'many', 'particle'], [10, 'parrot', 'knowledgeable', 'parrot'], [2, 'is', 'imported', 'helium'], [1, 'wow', 'quack', 'parrot']]| |wow has made a many impact| |cant wait for a knowledgeable parrot| |I dont agree, but parrot is imported| |wow is is really quack| 0.375
|[[12, 'impact', 'many', 'particle'], [10, 'parrot', 'knowledgeable', 'parrot'], [5, 'today', 'young', 'time'], [5, 'really', 'impolite', 'israel']]| |really has made a many impact| |cant wait for a knowledgeable parrot| |Yea parrot is really young today| |Yea today is really impolite today| 0.5
|[[12, 'impact', 'many', 'particle'], [9, 'going', 'majestic', 'saxophone'], [9, 'to', 'spotless', 'heaven'], [6, 'like', 'incandescent', 'jam']]| |like has made a many impact| |This is going to be a majestic saxophone| |This is going to be a spotless heaven| |to more like incandescent to| 0.25
|[[12, 'impact', 'many', 'particle'], [6, 'more', 'lavish', 'cap'], [12, 'more', 'womanly', 'scallion'], [0, 'that', 'workable', 'karen']]| |that has made a many impact| |impact more like lavish impact| |more has made a womanly impact| |I think that more is very workable| 0.375
|[[12, 'impact', 'many', 'particle'], [2, 'agree,', 'bawdy', 'pansy'], [12, 'impact', 'kindly', 'passive'], [1, 'wow', 'witty', 'scent']]| |wow has made a many impact| |I dont agree, but impact is bawdy| |agree, has made a kindly impact| |wow impact is really witty| 0.375
|[[12, 'impact', 'many', 'particle'], [9, 'This', 'jumbled', 'toilet'], [10, 'cant', 'irritating', 'tire'], [1, 'special', 'special', 'paper']]| |special has made a many impact| |This is going to be a jumbled toilet| |cant wait for a irritating tire| |wow cant is really special| 0.25
|[[12, 'impact', 'many', 'particle'], [3, 'impact,', 'beautiful', 'jogging'], [9, 'This', 'windy', 'hearing'], [5, 'This', 'melodic', 'pan']]| |This has made a many impact| |Man forget about impact, jogging will be beautiful| |This is going to be a windy hearing| |Yea This is really melodic today| 0.5
|[[12, 'impact', 'many', 'particle'], [1, 'is', 'lazy', 'scarecrow'], [5, 'really', 'available', 'bracket'], [12, 'impact', 'keen', 'toe']]| |impact has made a many impact| |wow impact is really lazy| |Yea is is really available today| |really has made a keen impact| 0.375
|[[12, 'impact', 'many', 'particle'], [3, 'impact,', 'beautiful', 'jogging'], [9, 'This', 'windy', 'hearing'], [12, 'impact', 'keen', 'toe']]| |impact has made a many impact| |Man forget about impact, jogging will be beautiful| |This is going to be a windy hearing| |This has made a keen impact| 0.75
|[[12, 'impact', 'many', 'particle'], [3, 'impact,', 'beautiful', 'jogging'], [10, 'cant', 'irritating', 'tire'], [12, 'impact', 'keen', 'toe']]| |impact has made a many impact| |Man forget about impact, jogging will be beautiful| |cant wait for a irritating tire| |cant has made a keen impact| 0.375
|[[12, 'impact', 'many', 'particle'], [6, 'more', 'lavish', 'cap'], [9, 'This', 'windy', 'hearing'], [1, 'special', 'special', 'paper']]| |special has made a many impact| |impact more like lavish impact| |This is going to be a windy hearing| |wow This is really special| 0.625
|[[12, 'impact', 'many', 'particle'], [1, 'is', 'lazy', 'scarecrow'], [10, 'cant', 'irritating', 'tire'], [1, 'wow', 'witty', 'scent']]| |wow has made a many impact| |wow impact is really lazy| |cant wait for a irritating tire| |wow cant is really witty| 0.25
